Ticker,Date,Alpha,Unemployment,ConsumerSentiment,Market,Size,ValueGrowth,AlphaStd,UnemploymentStd,ConsumerSentimentStd,MarketStd,SizeStd,ValueGrowthStd,TotalRisk,DiversifiableRisk,NonDiversifiableRisk
BOFI,2014-09-30,0.016,0.224,-0.009,0.413,1.66,1.107,0.084,1.002,0.223,0.347,0.614,0.663,34.665,18.78,29.137
WIFI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HNH,2014-09-30,-0.174,2.891,-0.108,-0.392,4.415,2.357,0.181,2.153,0.478,0.745,1.319,1.424,73.562,38.604,62.618
BOLT,2014-09-30,0.053,-0.683,0.202,1.355,0.342,-0.41,0.076,0.906,0.201,0.313,0.555,0.599,33.206,20.274,26.298
BONT,2014-09-30,-0.267,3.111,0.051,3.597,-0.581,1.833,0.232,2.766,0.614,0.957,1.695,1.83,95.64,51.758,80.424
BOKF,2014-09-30,-0.03,0.356,0.154,0.658,0.295,0.645,0.032,0.387,0.086,0.134,0.237,0.256,16.72,12.43,11.183
SAM,2014-09-30,-0.042,0.884,-0.225,0.208,1.418,0.45,0.076,0.906,0.201,0.314,0.555,0.6,29.951,14.179,26.383
BPFH,2014-09-30,0.006,0.0,0.234,0.544,1.326,0.839,0.07,0.839,0.186,0.29,0.514,0.555,30.304,18.02,24.364
EPAY,2014-09-30,-0.128,1.48,-0.108,1.637,0.236,-0.552,0.067,0.8,0.178,0.277,0.49,0.529,32.94,23.452,23.13
BDBD,2014-09-30,0.039,-0.295,-0.245,0.602,1.407,1.34,0.13,1.551,0.344,0.537,0.95,1.026,49.411,19.999,45.182
BYD,2014-09-30,-0.005,-0.056,0.219,1.32,2.251,2.132,0.117,1.4,0.311,0.484,0.857,0.926,54.495,36.391,40.563
BPZ,2014-09-30,-0.065,0.488,-0.234,1.334,0.082,3.464,0.147,1.751,0.389,0.606,1.073,1.158,60.067,31.862,50.92
BBRG,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BPI,2014-09-30,-0.168,1.816,-0.01,1.894,1.266,0.736,0.126,1.499,0.333,0.519,0.918,0.992,55.122,33.834,43.516
BRC,2014-09-30,-0.128,1.34,0.001,1.186,0.24,0.8,0.046,0.552,0.123,0.191,0.338,0.365,25.158,19.489,15.909
BBNK,2014-09-30,0.016,-0.001,0.017,0.371,0.737,0.227,0.051,0.606,0.134,0.21,0.371,0.401,20.112,9.687,17.625
BDGE,2014-09-30,0.032,-0.423,0.006,0.447,1.149,-0.182,0.058,0.691,0.153,0.239,0.423,0.457,23.83,12.82,20.088
BGG,2014-09-30,-0.056,0.563,-0.087,1.004,0.724,1.323,0.057,0.678,0.151,0.235,0.415,0.448,28.521,20.722,19.597
BCOV,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EAT,2014-09-30,-0.01,0.285,-0.033,0.776,0.677,0.248,0.062,0.744,0.165,0.257,0.456,0.492,25.979,14.384,21.633
BCO,2014-09-30,-0.057,0.522,-0.112,1.202,1.178,0.526,0.059,0.706,0.157,0.244,0.433,0.467,30.997,23.356,20.378
CARB,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRS,2014-09-30,-0.095,1.148,-0.139,1.279,0.084,0.036,0.055,0.659,0.146,0.228,0.404,0.436,26.514,18.422,19.069
BR,2014-09-30,0.022,-0.249,0.032,1.075,-0.308,-0.135,0.044,0.521,0.116,0.18,0.319,0.344,20.406,13.744,15.084
BRKS,2014-09-30,-0.063,0.675,0.028,1.334,0.636,1.138,0.075,0.898,0.199,0.311,0.55,0.594,35.335,23.905,26.022
BRCD,2014-09-30,0.135,-1.675,0.393,0.803,0.514,-1.051,0.089,1.065,0.236,0.368,0.652,0.704,35.215,16.718,30.994
BSFT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BKD,2014-09-30,-0.021,0.136,0.411,1.654,1.156,0.506,0.074,0.88,0.195,0.304,0.539,0.582,39.544,30.337,25.365
BRKL,2014-09-30,-0.022,0.183,0.024,0.579,0.678,0.495,0.04,0.482,0.107,0.167,0.295,0.319,18.767,12.527,13.974
BRKR,2014-09-30,-0.041,0.474,0.06,0.932,1.136,-0.378,0.071,0.848,0.188,0.293,0.52,0.561,30.822,18.522,24.636
BRO,2014-09-30,-0.02,0.233,0.183,0.79,0.566,-0.056,0.048,0.575,0.128,0.199,0.353,0.381,21.771,13.979,16.691
BC,2014-09-30,-0.124,1.534,-0.324,2.119,1.757,2.099,0.072,0.863,0.192,0.298,0.528,0.571,49.367,42.828,24.552
BKE,2014-09-30,-0.27,3.024,0.569,1.523,0.059,0.515,0.133,1.583,0.352,0.548,0.97,1.047,53.176,26.561,46.067
BWLD,2014-09-30,-0.001,0.134,-0.001,0.94,0.031,-0.552,0.084,0.995,0.221,0.344,0.61,0.658,31.617,12.628,28.986
BLDR,2014-09-30,0.036,-0.507,-0.122,1.541,1.183,1.83,0.127,1.513,0.336,0.524,0.927,1.001,54.145,31.607,43.962
CFFI,2014-09-30,-0.094,1.356,-0.112,0.065,0.283,0.716,0.086,1.019,0.226,0.353,0.624,0.674,30.75,7.903,29.717
BKW,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BG,2014-09-30,-0.018,0.131,0.021,1.108,-0.872,-0.149,0.046,0.546,0.121,0.189,0.334,0.361,20.532,13.078,15.829
CAB,2014-09-30,-0.119,1.546,0.403,1.465,0.146,-0.27,0.087,1.032,0.229,0.357,0.632,0.683,37.28,22.154,29.983
CCMP,2014-09-30,-0.014,0.152,0.185,0.876,0.903,-0.068,0.064,0.766,0.17,0.265,0.469,0.506,27.964,16.971,22.226
CBT,2014-09-30,-0.068,0.803,-0.243,1.519,0.604,0.542,0.059,0.705,0.157,0.244,0.432,0.467,32.076,24.815,20.325
CACI,2014-09-30,-0.007,0.013,-0.223,1.116,0.383,-0.541,0.058,0.687,0.153,0.238,0.421,0.454,26.155,16.942,19.926
CDNS,2014-09-30,-0.034,0.41,-0.01,1.277,0.062,0.527,0.053,0.634,0.141,0.219,0.389,0.42,26.28,18.813,18.35
HERO,2014-09-30,-0.261,2.807,-0.18,2.152,0.154,1.231,0.126,1.5,0.333,0.519,0.919,0.992,55.275,34.056,43.537
CZR,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAP,2014-09-30,-0.194,2.386,-0.124,1.369,1.152,0.367,0.088,1.046,0.232,0.362,0.641,0.692,40.388,26.681,30.32
DVR,2014-09-30,-0.015,-0.478,0.442,1.928,2.094,-0.944,0.12,1.429,0.317,0.494,0.876,0.945,55.835,37.448,41.415
CALM,2014-09-30,0.104,-1.06,0.279,0.49,0.521,0.157,0.062,0.742,0.165,0.257,0.454,0.491,24.755,12.126,21.582
CLMS,2014-09-30,-0.039,0.278,0.051,1.423,0.679,0.626,0.063,0.747,0.166,0.258,0.458,0.494,32.147,23.825,21.582
CVGW,2014-09-30,0.089,-0.954,0.07,0.554,0.44,-0.74,0.068,0.808,0.179,0.28,0.495,0.535,25.77,10.476,23.544
CAMP,2014-09-30,0.038,-0.142,0.019,0.889,0.229,-0.509,0.118,1.404,0.312,0.486,0.86,0.929,42.884,12.793,40.931
CCC,2014-09-30,0.002,-0.074,-0.161,0.768,0.606,-0.295,0.064,0.764,0.17,0.264,0.468,0.505,25.938,13.367,22.229
CFNB,2014-09-30,-0.075,0.974,-0.182,0.488,0.243,-0.012,0.049,0.583,0.129,0.202,0.357,0.385,19.301,9.227,16.953
CWT,2014-09-30,0.029,-0.351,-0.146,0.391,0.493,0.07,0.034,0.399,0.089,0.138,0.245,0.264,14.326,8.406,11.6
CALX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ELY,2014-09-30,-0.031,0.215,0.048,1.174,0.909,0.744,0.07,0.834,0.185,0.288,0.511,0.551,32.711,22.059,24.154
CPN,2014-09-30,-0.041,0.588,-0.176,0.487,-0.256,1.441,0.05,0.6,0.133,0.208,0.368,0.397,21.283,12.208,17.434
CALD,2014-09-30,0.066,-0.633,0.188,1.118,1.21,-1.332,0.113,1.347,0.299,0.466,0.825,0.891,44.778,21.635,39.204
CBM,2014-09-30,0.067,-0.545,-0.104,0.28,0.447,1.113,0.115,1.368,0.304,0.473,0.838,0.905,41.295,10.681,39.89
CAC,2014-09-30,-0.043,0.433,-0.001,0.885,0.868,0.556,0.047,0.559,0.124,0.193,0.343,0.37,23.913,17.628,16.158
CMN,2014-09-30,-0.002,0.199,-0.376,1.234,1.213,-0.397,0.072,0.862,0.191,0.298,0.528,0.57,34.169,23.317,24.977
CSU,2014-09-30,-0.012,0.307,0.22,0.768,1.189,0.906,0.079,0.943,0.209,0.326,0.578,0.624,33.787,19.777,27.393
CPLA,2014-09-30,0.052,-0.813,0.349,1.484,0.691,0.141,0.103,1.228,0.273,0.425,0.753,0.813,43.649,25.125,35.693
CFFN,2014-09-30,-0.378,4.728,0.818,1.832,-1.276,4.552,0.293,3.495,0.776,1.209,2.141,2.312,111.143,44.593,101.805
CCBG,2014-09-30,0.049,-0.601,-0.44,0.472,1.607,1.336,0.076,0.905,0.201,0.313,0.554,0.598,33.373,20.597,26.259
CSWC,2014-09-30,-0.019,0.229,0.181,0.918,0.217,-0.11,0.045,0.542,0.12,0.188,0.332,0.359,20.909,13.793,15.714
CPST,2014-09-30,-0.046,0.43,0.317,1.093,0.998,1.658,0.114,1.359,0.302,0.47,0.833,0.899,47.062,25.55,39.523
CRR,2014-09-30,-0.187,2.335,-0.494,0.656,1.53,0.608,0.128,1.53,0.34,0.529,0.937,1.012,50.058,22.855,44.536
CFNL,2014-09-30,-0.033,0.454,-0.082,0.774,0.87,0.853,0.05,0.596,0.132,0.206,0.365,0.394,24.259,17.071,17.235
CSII,2014-09-30,-0.011,0.442,0.02,0.393,1.12,1.107,0.151,1.795,0.399,0.621,1.1,1.187,54.499,15.238,52.325
CATM,2014-09-30,-0.122,1.739,-0.253,0.563,-0.066,-0.701,0.08,0.959,0.213,0.332,0.587,0.634,30.284,11.706,27.93
CSL,2014-09-30,-0.013,0.178,0.273,1.079,0.842,0.018,0.054,0.647,0.144,0.224,0.396,0.428,27.167,19.714,18.692
CKEC,2014-09-30,0.065,-0.527,-0.208,0.989,2.239,1.44,0.173,2.066,0.459,0.715,1.266,1.367,67.056,29.637,60.151
CRS,2014-09-30,-0.177,2.14,-0.087,1.206,1.035,0.741,0.061,0.73,0.162,0.253,0.447,0.483,32.266,24.438,21.068
TAST,2014-09-30,0.01,0.102,0.157,0.447,1.526,0.924,0.106,1.259,0.279,0.435,0.771,0.833,40.905,18.167,36.649
CRZO,2014-09-30,0.028,-0.355,0.031,1.56,0.921,0.439,0.098,1.167,0.259,0.404,0.715,0.772,43.03,26.545,33.867
CRI,2014-09-30,0.003,0.134,0.268,0.36,1.453,0.162,0.073,0.875,0.194,0.303,0.536,0.579,29.903,15.72,25.438
CASY,2014-09-30,-0.021,0.381,-0.229,0.462,0.707,0.089,0.046,0.553,0.123,0.191,0.339,0.366,19.486,11.002,16.083
CACB,2014-09-30,0.011,-0.219,-0.19,0.387,1.628,1.352,0.15,1.784,0.396,0.617,1.093,1.18,55.377,19.052,51.996
CWST,2014-09-30,-0.292,3.431,-0.217,1.656,-1.488,1.312,0.102,1.217,0.27,0.421,0.746,0.805,43.555,25.434,35.358
CAS,2014-09-30,-0.198,2.243,-0.018,1.598,0.886,-0.069,0.144,1.72,0.382,0.595,1.054,1.138,56.969,27.198,50.058
CSH,2014-09-30,-0.055,0.692,0.02,0.498,0.189,-0.033,0.068,0.807,0.179,0.279,0.494,0.534,24.85,8.025,23.518
CTRX,2014-09-30,-0.142,2.009,0.154,0.234,-0.517,0.502,0.096,1.146,0.254,0.396,0.702,0.758,34.596,8.999,33.405
CASS,2014-09-30,-0.057,0.662,0.197,0.803,0.687,-0.287,0.06,0.716,0.159,0.248,0.439,0.474,25.573,14.86,20.813
CATY,2014-09-30,-0.1,1.26,0.097,1.328,0.471,0.387,0.071,0.845,0.188,0.292,0.518,0.559,32.557,21.435,24.505
CATO,2014-09-30,0.032,-0.319,-0.061,0.578,1.318,-0.444,0.051,0.613,0.136,0.212,0.375,0.405,23.405,15.243,17.761
CVCO,2014-09-30,0.016,-0.164,-0.06,0.818,1.719,0.268,0.079,0.947,0.21,0.327,0.58,0.626,34.826,21.399,27.477
CDI,2014-09-30,-0.042,0.424,0.111,0.966,1.934,0.061,0.07,0.84,0.186,0.29,0.514,0.555,34.617,24.669,24.285
CBEY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CBZ,2014-09-30,0.031,-0.439,0.026,0.487,0.784,0.104,0.05,0.599,0.133,0.207,0.367,0.396,20.757,11.277,17.427
CBOE,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CECE,2014-09-30,-0.058,0.915,-0.441,0.83,1.073,0.869,0.093,1.113,0.247,0.385,0.682,0.736,38.246,20.366,32.372
CGI,2014-09-30,-0.033,0.402,0.113,0.956,1.94,0.94,0.074,0.883,0.196,0.306,0.541,0.584,36.679,26.326,25.541
CE,2014-09-30,-0.086,0.979,-0.22,1.82,-0.102,-0.629,0.067,0.804,0.179,0.278,0.493,0.532,33.751,24.471,23.244
CTIC,2014-09-30,0.291,-4.042,-0.249,0.834,2.3,-2.887,0.161,1.919,0.426,0.664,1.175,1.269,63.944,31.169,55.833
CNC,2014-09-30,0.008,0.04,0.3,1.199,0.209,-0.843,0.082,0.982,0.218,0.34,0.602,0.65,33.572,17.628,28.572
CSFL,2014-09-30,0.008,-0.084,0.295,0.409,0.797,1.052,0.069,0.816,0.181,0.282,0.5,0.54,27.945,14.736,23.744
CNBC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CETV,2014-09-30,0.044,-1.173,-0.168,1.851,2.059,-1.064,0.175,2.088,0.464,0.722,1.279,1.381,70.218,35.208,60.753
CENTA,2014-09-30,-0.003,-0.157,-0.133,1.114,0.912,0.056,0.083,0.988,0.219,0.342,0.605,0.653,34.877,19.811,28.704
CPF,2014-09-30,0.09,-1.105,0.129,-0.328,3.928,2.887,0.125,1.489,0.331,0.515,0.912,0.985,55.684,35.134,43.201
CENX,2014-09-30,0.139,-1.658,-0.057,1.772,1.904,0.197,0.122,1.453,0.323,0.503,0.89,0.961,54.716,34.87,42.166
CNBKA,2014-09-30,0.003,0.044,-0.019,0.246,0.782,-0.61,0.056,0.67,0.149,0.232,0.41,0.443,21.256,8.42,19.517
CVO,2014-09-30,-0.008,-0.273,-0.359,1.55,1.137,0.199,0.099,1.183,0.263,0.409,0.725,0.783,43.994,27.495,34.344
CPHD,2014-09-30,-0.034,0.615,-0.243,0.515,1.969,-0.873,0.09,1.067,0.237,0.369,0.654,0.706,36.946,20.047,31.034
CERS,2014-09-30,-0.107,1.188,0.287,2.034,0.257,-0.492,0.124,1.472,0.327,0.509,0.902,0.974,51.665,28.976,42.775
CRL,2014-09-30,0.073,-0.935,0.241,0.903,0.606,-1.164,0.061,0.727,0.161,0.251,0.445,0.481,26.657,16.286,21.103
ECOM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CEVA,2014-09-30,-0.143,1.72,0.046,0.578,1.354,-1.533,0.094,1.12,0.249,0.387,0.686,0.741,37.712,19.006,32.572
GTLS,2014-09-30,-0.16,2.037,-0.23,1.195,2.283,0.475,0.098,1.169,0.26,0.405,0.716,0.774,46.16,31.353,33.878
CHE,2014-09-30,0.028,-0.251,-0.043,0.627,0.425,-0.43,0.052,0.617,0.137,0.213,0.378,0.408,20.727,10.353,17.956
CHFN,2014-09-30,0.035,-0.41,-0.115,0.049,0.112,0.617,0.062,0.739,0.164,0.256,0.453,0.489,22.115,5.008,21.541
CHTR,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CCF,2014-09-30,0.008,-0.028,-0.174,1.261,0.808,0.222,0.083,0.994,0.221,0.344,0.609,0.658,36.006,21.521,28.866
CKP,2014-09-30,-0.041,0.318,-0.439,1.301,0.951,1.773,0.084,0.995,0.221,0.344,0.61,0.658,40.03,27.784,28.817
CHEF,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAKE,2014-09-30,-0.048,0.638,0.066,0.837,0.82,-0.37,0.046,0.544,0.121,0.188,0.333,0.36,22.121,15.538,15.746
CHTP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHFC,2014-09-30,-0.037,0.354,-0.02,1.175,0.426,0.292,0.054,0.647,0.144,0.224,0.396,0.428,26.29,18.466,18.713
CCXI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHMT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHMG,2014-09-30,-0.017,0.3,-0.261,0.227,0.128,0.297,0.049,0.58,0.129,0.201,0.355,0.384,18.088,6.461,16.895
LNG,2014-09-30,0.017,0.271,0.599,2.463,3.013,-0.682,0.192,2.284,0.507,0.79,1.399,1.511,83.288,50.406,66.304
CPK,2014-09-30,-0.006,0.199,-0.031,0.367,0.076,0.244,0.045,0.532,0.118,0.184,0.326,0.352,16.587,5.912,15.497
CBI,2014-09-30,-0.107,1.345,-0.141,1.404,1.172,0.169,0.071,0.851,0.189,0.294,0.521,0.563,35.603,25.742,24.595
PLCE,2014-09-30,-0.102,1.325,0.167,0.233,0.573,0.055,0.078,0.925,0.205,0.32,0.566,0.612,28.537,9.383,26.95
CMRX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHH,2014-09-30,0.021,-0.211,-0.128,0.928,0.339,0.034,0.043,0.51,0.113,0.176,0.313,0.337,20.656,14.443,14.767
CHDX,2014-09-30,0.06,-0.793,0.242,1.397,-0.144,-0.554,0.082,0.981,0.218,0.339,0.601,0.649,34.344,19.145,28.513
CQB,2014-09-30,0.094,-1.386,0.118,1.965,-0.258,0.43,0.11,1.307,0.29,0.452,0.8,0.864,47.262,28.173,37.947
CBK,2014-09-30,0.164,-1.919,-0.376,1.471,1.537,1.489,0.182,2.164,0.48,0.748,1.326,1.431,70.991,32.75,62.985
CHD,2014-09-30,-0.024,0.428,-0.136,0.444,-0.066,0.229,0.038,0.456,0.101,0.158,0.279,0.302,14.96,6.897,13.275
CHDN,2014-09-30,0.027,-0.239,0.134,0.719,0.902,0.35,0.048,0.571,0.127,0.198,0.35,0.378,22.738,15.602,16.54
CHUY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CIEN,2014-09-30,-0.063,0.623,0.288,1.392,1.978,1.02,0.106,1.258,0.279,0.435,0.77,0.832,48.859,32.535,36.451
CRUS,2014-09-30,-0.217,2.956,0.06,0.365,1.132,1.571,0.131,1.566,0.348,0.542,0.959,1.036,50.068,20.663,45.605
CBR,2014-09-30,-0.049,0.399,-0.144,1.645,1.756,0.5,0.119,1.418,0.315,0.49,0.868,0.938,52.293,32.269,41.149
CIFC,2014-09-30,0.082,-0.968,-0.064,0.476,0.949,0.018,0.088,1.053,0.234,0.364,0.645,0.696,33.084,12.406,30.67
CBB,2014-09-30,-0.03,0.235,0.11,1.046,0.134,0.347,0.092,1.091,0.242,0.377,0.668,0.721,35.435,15.726,31.754
XEC,2014-09-30,-0.039,0.53,-0.031,1.462,0.049,0.505,0.095,1.128,0.251,0.39,0.691,0.746,39.065,21.211,32.805
CIT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CTRN,2014-09-30,0.187,-2.259,0.023,0.052,1.388,0.101,0.107,1.279,0.284,0.442,0.784,0.846,39.719,13.729,37.271
CZNC,2014-09-30,-0.001,0.048,-0.247,0.496,1.797,0.358,0.063,0.748,0.166,0.259,0.458,0.495,28.668,18.752,21.684
CIA,2014-09-30,-0.071,0.781,-0.12,0.689,0.929,0.002,0.074,0.887,0.197,0.307,0.543,0.586,29.746,14.816,25.793
CLC,2014-09-30,-0.026,0.352,-0.174,0.728,0.572,0.113,0.042,0.501,0.111,0.173,0.307,0.332,19.64,13.219,14.525
COKE,2014-09-30,-0.023,0.304,0.063,0.551,0.434,0.335,0.052,0.622,0.138,0.215,0.381,0.411,20.912,10.493,18.089
CHCO,2014-09-30,-0.039,0.391,-0.132,1.018,0.43,0.387,0.036,0.425,0.094,0.147,0.26,0.281,20.673,16.692,12.197
CYN,2014-09-30,-0.04,0.486,0.18,0.972,0.926,1.007,0.038,0.459,0.102,0.159,0.281,0.303,24.602,20.819,13.11
CLH,2014-09-30,-0.088,1.193,0.145,0.278,0.153,0.844,0.075,0.889,0.197,0.307,0.545,0.588,27.516,9.277,25.905
CCOI,2014-09-30,-0.01,0.265,0.101,0.768,0.651,0.276,0.076,0.903,0.2,0.312,0.553,0.597,29.969,14.425,26.269
CLNE,2014-09-30,-0.118,1.203,-0.177,1.364,0.745,0.078,0.127,1.509,0.335,0.522,0.925,0.998,49.473,22.744,43.935
CCO,2014-09-30,-0.171,1.982,0.16,1.618,0.222,0.35,0.08,0.953,0.212,0.33,0.584,0.63,37.078,24.748,27.61
CLW,2014-09-30,-0.043,0.711,-0.295,0.394,0.529,0.321,0.07,0.833,0.185,0.288,0.51,0.551,26.423,10.476,24.258
CSBK,2014-09-30,0.013,-0.176,-0.021,0.563,1.036,0.184,0.042,0.498,0.11,0.172,0.305,0.329,19.937,13.781,14.407
CLVS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CLD,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CCNE,2014-09-30,-0.035,0.337,-0.191,0.858,0.141,0.573,0.056,0.671,0.149,0.232,0.411,0.444,23.982,13.98,19.486
CTS,2014-09-30,0.002,-0.048,-0.221,1.119,1.233,0.076,0.07,0.832,0.185,0.288,0.509,0.55,32.543,21.871,24.097
CNA,2014-09-30,-0.023,0.227,0.12,1.054,0.261,0.59,0.034,0.406,0.09,0.14,0.249,0.268,20.631,17.038,11.634
CNO,2014-09-30,0.002,0.018,0.094,1.331,0.929,0.296,0.05,0.599,0.133,0.207,0.367,0.396,28.947,23.28,17.204
CIE,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COBZ,2014-09-30,-0.006,0.159,0.025,0.758,1.018,1.561,0.069,0.822,0.183,0.284,0.504,0.544,31.339,20.333,23.848
CDE,2014-09-30,-0.229,2.506,-0.308,0.82,1.334,0.173,0.146,1.734,0.385,0.6,1.062,1.147,55.138,22.13,50.502
CNS,2014-09-30,-0.03,0.432,-0.407,0.86,0.991,0.749,0.072,0.861,0.191,0.298,0.527,0.57,31.703,19.505,24.993
COHR,2014-09-30,-0.123,1.537,0.123,1.078,0.379,0.267,0.061,0.726,0.161,0.251,0.445,0.48,27.645,17.904,21.064
CFX,2014-09-30,-0.105,1.397,-0.182,1.632,0.202,-0.264,0.064,0.768,0.17,0.266,0.47,0.508,32.327,23.51,22.189
COHU,2014-09-30,0.023,-0.38,-0.173,0.879,2.03,1.001,0.078,0.927,0.206,0.321,0.568,0.613,37.209,25.778,26.833
CMCO,2014-09-30,-0.055,0.511,-0.116,1.768,0.934,-0.064,0.081,0.961,0.213,0.332,0.589,0.636,39.751,28.413,27.8
COLB,2014-09-30,-0.028,0.324,0.047,0.867,1.238,1.017,0.06,0.72,0.16,0.249,0.441,0.476,29.534,20.929,20.839
FIX,2014-09-30,-0.053,0.531,-0.378,1.338,0.978,1.019,0.061,0.725,0.161,0.251,0.444,0.48,33.198,25.806,20.886
CMC,2014-09-30,-0.001,-0.125,-0.151,1.268,0.823,0.677,0.068,0.812,0.18,0.281,0.497,0.537,32.646,22.652,23.508
CVGI,2014-09-30,-0.198,2.25,0.174,1.588,2.825,0.053,0.132,1.577,0.35,0.545,0.966,1.043,60.26,39.248,45.725
CBU,2014-09-30,-0.066,0.882,-0.041,0.6,0.413,0.761,0.039,0.464,0.103,0.161,0.285,0.307,18.368,12.505,13.454
CBSH,2014-09-30,-0.025,0.255,-0.013,0.938,-0.144,-0.092,0.033,0.389,0.086,0.134,0.238,0.257,16.6,12.229,11.225
CVLT,2014-09-30,-0.101,1.408,0.402,0.19,0.926,-0.759,0.091,1.084,0.241,0.375,0.664,0.717,34.421,13.717,31.57
CMP,2014-09-30,-0.043,0.492,0.109,0.823,-0.145,-0.022,0.056,0.662,0.147,0.229,0.406,0.438,22.166,10.945,19.276
CTBI,2014-09-30,-0.035,0.432,0.036,0.694,0.62,0.562,0.039,0.47,0.104,0.163,0.288,0.311,19.447,13.908,13.592
CPSI,2014-09-30,-0.015,0.288,-0.411,0.277,0.602,-0.184,0.077,0.916,0.203,0.317,0.561,0.606,28.576,10.211,26.69
CPRT,2014-09-30,-0.059,0.755,0.297,0.59,0.15,0.341,0.051,0.603,0.134,0.209,0.37,0.399,20.845,11.268,17.537
CNSI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOR,2014-09-30,0.046,-0.606,0.373,1.384,1.167,-0.096,0.083,0.993,0.22,0.344,0.608,0.657,38.725,25.913,28.778
CTO,2014-09-30,0.083,-1.064,0.055,0.832,0.174,0.744,0.071,0.843,0.187,0.291,0.516,0.557,28.816,15.162,24.505
CXO,2014-09-30,-0.093,1.196,-0.042,1.322,0.744,-0.693,0.07,0.836,0.186,0.289,0.512,0.553,32.372,21.464,24.234
CVA,2014-09-30,0.047,-0.527,0.019,0.327,0.401,-0.259,0.048,0.574,0.127,0.199,0.352,0.38,18.023,6.714,16.726
CONN,2014-09-30,-0.121,1.722,0.882,1.318,-0.51,3.771,0.191,2.278,0.506,0.788,1.395,1.507,75.639,36.434,66.285
CMTL,2014-09-30,0.082,-1.036,0.181,0.682,1.01,-1.55,0.08,0.955,0.212,0.33,0.585,0.632,32.311,16.492,27.785
CNSL,2014-09-30,0.026,-0.246,-0.187,0.832,0.014,0.19,0.051,0.604,0.134,0.209,0.37,0.399,21.467,12.379,17.538
CTWS,2014-09-30,-0.01,0.157,-0.073,0.445,0.77,-0.344,0.042,0.497,0.11,0.172,0.304,0.329,17.687,10.226,14.431
CPSS,2014-09-30,-0.034,0.8,0.759,0.648,-0.961,2.541,0.153,1.827,0.406,0.632,1.119,1.208,58.292,23.827,53.2
